state,key,value
HA,kalanaur,1258
HA,kalanwali,1696
HA,kalka,1733
HA,karnal,184
HA,kosli,1259
HA,kurukshetra,1744
HA,loharu,1252
HA,meham,1257
HA,mohindergarh,1285
HA,naraingarh,1734
HA,narnaul,1282
HA,narwana,1684
HA,nilokheri,1745
HA,nuh,1267
HA,palwal,1275
HA,panipat,180
HA,pehowa,1741
HA,ratia,1697
HA,rewari,1274
HA,rohtak,1262
HA,safidon,1686
HA,sirsa,1666
HA,siwani,1255
HA,sonipat,130
HA,tohana,1692
HA,tohsham,1253
HP,amb,1976
HP,arki,1796
HP,banjar,1903
HP,bharmour,1895
HP,bilaspur,1978
HP,chamba,1899
HP,churah (tissa),1896
HP,dehra gopipur,1970
HP,hamirpur,1972
HP,jogindernagar,1908
HP,kalpa,1786
HP,kangra (dharamsala),1892
HP,kullu,1902
HP,lahul (keylong),1900
HP,mandi,1905
HP,nahan,1702
HP,nalagarh,1795
HP,nirmand,1904
HP,nurpur,1893
HP,palampur,1894
HP,pangi (killar),1897
HP,paonta,1704
HP,pooh,1785
HP,rajgarh,1799
HP,rampur bushahar,1782
HP,rohru,1781
HP,shimla,177
HP,solan,1792
HP,spiti (kaza),1906
HP,sundernagar,1907
HP,theog,1783
HP,udaipur,1909
HP,una,1975
JK,akhnoor,1924
JK,anantnag,1932
JK,badgam,1951
JK,bandipur,1957
JK,baramulla,1952
JK,basholi,1921
JK,bedarwah,1997
JK,doda,1996
JK,jammu,191
JK,kalakot,1964
JK,kargil,1985
JK,karnah,1958
JK,kathua,1922
JK,kishtwar,1995
JK,kulgam,1931
JK,kupwara,1955
JK,leh,1982
JK,mahore,1999
JK,nobra,1980
JK,nowshera,1960
JK,nyoma,1981
JK,pahalgam,1936
JK,poonch,1965
JK,pulwama,1933
JK,rajouri,1962
JK,ramban,1998
JK,ramnagar,1990
JK,reasi,1991
JK,samba,1923
JK,sopore,1954
JK,srinagar,194
JK,udhampur,1992
JK,uri,1956
JK,zanaskar,1983
KL,adimaly,4864
KL,adoor,4734
KL,agathy,4894
KL,alathur,4922
KL,alleppey,477
KL,amini,4891
KL,androth,4893
KL,attingal,470
KL,badagara,496
KL,bitra,4890
KL,calicut,495
KL,cannanore,497
KL,chetlat,4899
KL,ernakulam,484
KL,irinjalakuda,480
KL,kadamath,4897
KL,kalpeni,4895
KL,kalpetta,4936
KL,kanhangad,4997
KL,kanjirapally,4828
KL,karunagapally,476
KL,kasargode,4994
KL,kavarathy,4896
KL,kiltan,4898
KL,koduvayur,4923
KL,kottayam,481
KL,kunnamkulam,4885
KL,mananthody,4935
KL,manjeri,483
KL,mannarghat,4924
KL,mavelikkara,479
KL,minicoy,4892
KL,munnar,4865
KL,muvattupuzha,485
KL,nedumandad,4728
KL,nedumgandam,4868
KL,nilambur,4931
KL,palai,4822
KL,palghat,491
KL,pathanamthitta,4733
KL,payyanur,4985
KL,peermedu,4869
KL,perinthalmanna,4933
KL,punalur,475
KL,quilon,474
KL,ranni,4735
KL,shertallai,478
KL,shoranur,4926
KL,taliparamba,4982
KL,tellicherry,490
KL,thiruvananthapuram,471
KL,thodupuzha,4862
KL,tirur,494
KL,tiruvalla,469
KL,trichur,487
KL,uppala,4998
KL,vadakkanchery,4884
KL,vaikom,4829
KT,afzalpur,8470
KT,ainapur,8339
KT,aland,8477
KT,alur,8170
KT,anekal,8110
KT,ankola,8388
KT,arsikere,8174
KT,athani,8289
KT,aurad,8485
KT,bableshwar,8355
KT,badami,8357
KT,bagalkot,8354
KT,bagepalli,8150
KT,bailhongal,8288
KT,bangalore,80
KT,bangarpet,8153
KT,bantwal,8255
KT,basavakalyan,8481
KT,basavanabagewadi,8358
KT,basavapatna,8180
KT,belgaum,831
KT,bellary,8392
KT,belthangady,8256
KT,belur,8177
KT,bhadravati,8282
KT,bhalki,8484
KT,bhatkal,8385
KT,bidar,8482
KT,bijapur,8352
KT,biligi,8425
KT,cannarayapatna,8176
KT,chadchan,8422
KT,challakere,8195
KT,chamrajnagar,8226
KT,channagiri,8189
KT,channapatna,8113
KT,chikkaballapur,8156
KT,chikkanayakanahalli,8133
KT,chikkodi,8338
KT,chikmagalur,8262
KT,chincholi,8475
KT,chintamani,8154
KT,chitradurga,8194
KT,chittapur,8474
KT,cowdahalli,8225
KT,davangere,8192
KT,deodurga,8531
KT,devarahippargi,8424
KT,doddaballapur,8119
KT,gadag,8372
KT,gangavathi,8533
KT,gokak,8332
KT,gowribidanur,8155
KT,gubbi,8131
KT,gulbarga,8472
KT,gundlupet,8229
KT,h.b.halli,8397
KT,h.d.kote,8228
KT,haliyal,8284
KT,hangal,8379
KT,harapanahalli,8398
KT,hassan,8172
KT,haveri,8375
KT,hebri,8253
KT,hirekerur,8376
KT,hiriyur,8193
KT,holalkere,8191
KT,holenarasipur,8175
KT,honnali,8188
KT,honnavar,8387
KT,hosadurga,8199
KT,hosakote,8111
KT,hosanagara,8185
KT,hospet,8394
KT,hubli,836
KT,hukkeri (sankeshwar),8333
KT,humnabad,8483
KT,hungund,8351
KT,hunsagi,8444
KT,hunsur,8222
KT,huvinahadagali,8399
KT,indi,8359
KT,jagalur,8196
KT,jamkhandi,8353
KT,jewargi,8442
KT,joida,8383
KT,k.r.nagar,8223
KT,kadur,8267
KT,kalghatagi,8370
KT,kamalapur,8478
KT,kanakapura,8117
KT,kargal,8186
KT,karkala,8258
KT,karwar,8382
KT,khanapur,8336
KT,kolar,8152
KT,kollegal,8224
KT,koppa,8265
KT,koppal,8539
KT,koratageri,8138
KT,krishnarajapet,8230
KT,kudligi,8391
KT,kumta,8386
KT,kundapur,8254
KT,kundgol,8304
KT,kunigal,8132
KT,kurugodu,8393
KT,kustagi,8536
KT,lingsugur,8537
KT,madikeri,8272
KT,madugiri,8137
KT,malavalli,8231
KT,malur,8151
KT,mandya,8232
KT,mangalore,824
KT,manvi,8538
KT,mashal,8471
KT,molkalmuru,8198
KT,mudalgi,8334
KT,muddebihal,8356
KT,mudhol,8350
KT,mudigere,8263
KT,mulbagal,8159
KT,mundagod,8301
KT,mundargi,8371
KT,murugod,8337
KT,mysore,821
KT,nagamangala,8234
KT,nanjangud,8221
KT,nargund,8377
KT,narsimharajapur,8266
KT,navalgund,8380
KT,nelamangala,8118
KT,nimburga,8440
KT,pandavpura,8236
KT,pavagada,8136
KT,puttur,8251
KT,raibag (kudchi),8331
KT,raichur,8532
KT,ramdurg,8335
KT,ranebennur,8373
KT,ron,8381
KT,sagar,8183
KT,sakleshpur,8173
KT,salkani,8283
KT,sandur,8395
KT,saundatti,8330
KT,savanur,8378
KT,sedam,8441
KT,shahapur,8479
KT,shankarnarayana,8259
KT,shikaripura,8187
KT,shimoga,8182
KT,shirahatti,8487
KT,shorapur,8443
KT,siddapur,8389
KT,sidlaghatta,8158
KT,sindagi,8488
KT,sindhanur,8535
KT,sira,8135
KT,sirsi,8384
KT,siruguppa,8396
KT,somwarpet,8276
KT,sorab,8184
KT,srinivasapur,8157
KT,sullia,8257
KT,t.narsipur,8227
KT,tallak,8190
KT,tarikere,8261
KT,telgi,8426
KT,thirthahalli,8181
KT,tiptur,8134
KT,tumkur,816
KT,turuvekere,8139
KT,udupi,820
KT,virajpet,8274
KT,wadi,8476
KT,yadgiri,8473
KT,yelburga,8534
KT,yellapur,8419
MH,achalpur,7223
MH,aheri,7133
MH,ahmednagar,241
MH,ahmedpur,2381
MH,ajara,2323
MH,akkalkot,2181
MH,akola,724
MH,akole,2424
MH,akot,7258
MH,alibagh,2141
MH,amagaon,7189
MH,amalner,2587
MH,ambad,2483
MH,ambejogai,2446
MH,amravati,721
MH,arjuni-merogaon,7196
MH,arvi,7157
MH,ashti,2441
MH,atpadi,2343
MH,aurangabad,2432
MH,ausa,2383
MH,babhulgaon,7203
MH,balapur,7257
MH,baramati,2112
MH,barshi takli,7255
MH,barsi,2184
MH,basmatnagar,2454
MH,bassein,250
MH,bhadrawati,7175
MH,bhamregadh,7134
MH,bhandara,7184
MH,bhir,2442
MH,bhiwandi,2522
MH,bhiwapur,7106
MH,bhokar,2467
MH,bhokardan,2485
MH,bhoom,2478
MH,bhor,2113
MH,bhudargad (gargoti),2599
MH,bhusawal,2582
MH,billoli,2465
MH,brahmapuri,7177
MH,buldhana,7262
MH,butibori,7103
MH,canacona (quepem),8346
MH,chalisgaon,2589
MH,chamorshi,7135
MH,chandgad,2320
MH,chandrapur,7172
MH,chandurbazar,7227
MH,chandurrly,7222
MH,chanwad,2556
MH,chhikaldara,7220
MH,chikhali,7264
MH,chinchwad,212
MH,chiplun,2355
MH,chopda,2586
MH,chumur,7170
MH,dahanu,2528
MH,dapoli,2358
MH,darwaha,7238
MH,daryapur,7224
MH,daund,2117
MH,degloor,2463
MH,delhi tanda,2460
MH,deogad,2364
MH,deolgaonraja,7261
MH,deoli,7158
MH,deori,7199
MH,desaiganj,7137
MH,dhadgaon,2595
MH,dhanora,7138
MH,dharani,7226
MH,dhiwadi,2165
MH,dhule,2562
MH,digras,7234
MH,dindori,2557
MH,edalabad,2583
MH,erandul,2588
MH,etapalli,7136
MH,gadchiroli,7132
MH,gadhinglaj,2327
MH,gaganbavada,2326
MH,gangakhed,2453
MH,gangapur,2433
MH,gevrai,2447
MH,ghatanji,7230
MH,golegaon,2439
MH,gond pipri,7171
MH,gondia,7182
MH,goregaon,7187
MH,guhagar,2359
MH,hadgaon,2468
MH,"hatkangale 
(ichalkaranji)",2324
MH,hinganghat,7153
MH,hingoli,2456
MH,hingua,7104
MH,igatpuri,2553
MH,indapur,2111
MH,islampur,2342
MH,jalgaon,257
MH,jalgaonjamod,7266
MH,jalna,2482
MH,jamkhed,2421
MH,jamner,2580
MH,jath,2344
MH,jawahar,2520
MH,jintdor,2457
MH,junnar,2132
MH,kagal (murgud),2325
MH,kaij,2445
MH,kalamb,7201
MH,kalamnuri,2455
MH,kallam,2473
MH,kalmeshwar,7118
MH,kalwan,2592
MH,kalyan,251
MH,kamptee,7109
MH,kandhar,2466
MH,kankavali,2367
MH,kannad,2435
MH,karad,2164
MH,karjat,2489:2148
MH,karmala,2182
MH,katol,7112
MH,kavathemankal,2341
MH,kedgaon,2119
MH,khadakwasala,230
MH,khamgaon,7263
MH,khed,2356
MH,khopoli,2192
MH,khultabad,2437
MH,kinwat,2469
MH,kolhapur,231
MH,koparagon,2423
MH,koregaon,2163
MH,kudal,2362
MH,kuhi,7100
MH,kurkheda,7139
MH,kusumba,2560
MH,lakhandur,7181
MH,langa,2351
MH,latur,2382
MH,lonar,7260
MH,lonavala,2114
MH,madangad,2350
MH,madha,2183
MH,mahabaleswar,2168
MH,mahad,2145
MH,mahasala,2149
MH,mahaswad,2373
MH,malegaon,2554
MH,malgaon,7254
MH,malgund,2357
MH,malkapur,7267
MH,malsuras,2185
MH,malwan,2365
MH,manchar,2133
MH,mangalwedha,2188
MH,mangaon,2140
MH,mangrulpur,7253
MH,manjalegaon,2443
MH,manmad,2591
MH,maregaon,7236
MH,margao,8342
MH,marigaon,7237
MH,medha,2378
MH,mekhar,7268
MH,mohadi,7197
MH,mohol,2189
MH,mokhada,2529
MH,morshi,7228
MH,mouda,7115
MH,mukhed,2461
MH,mul,7174
MH,murbad,2524
MH,murtizapur,7256
MH,murud,2144
MH,nagbhir,7179
MH,nagpur,712
MH,nahavara,2137
MH,nanded,2462
MH,nandgaon,7221:2552
MH,nandnva,7279
MH,nandurbar,2564
MH,narkhed,7105
MH,nasikcity,253
MH,navapur,2569
MH,ner,2481
MH,newasa,2427
MH,nilanga,2384
MH,niphad,2550
MH,omerga,2475
MH,osmanabad,2472
MH,pachora,2596
MH,paithan,2431
MH,palghar,2525
MH,pali,2142
MH,pandharkawada,7235
MH,pandharpur,2186
MH,panhala,2328
MH,panji,832
MH,paranda,2477
MH,parbhani,2452
MH,parner,2488
MH,parola,2597
MH,parseoni,7102
MH,partur,2484
MH,patan,2372
MH,pathardi,2428
MH,pathari,2451
MH,patoda,2444
MH,pauni,7185
MH,peint,2558
MH,pen,2143
MH,phaltan,2166
MH,pimpalner,2561
MH,pirangut,2139
MH,poladpur,2191
MH,ponda,8343
MH,pune,20
MH,pusad,7233
MH,pusegaon,2375
MH,radhanagar,2321
MH,rahuri,2426
MH,rajapur,2353
MH,rajgurunagar,2135
MH,rajura,7173
MH,ralegaon,7202
MH,ramtek,7114
MH,ratnagiri,2352
MH,raver,2584
MH,risod,7251
MH,roha,2194
MH,sakarwadi,2160
MH,sakoli,7186
MH,sakri,2568
MH,salekasa,7180
MH,samudrapur,7151
MH,sangamner,2425
MH,"sanganeshwar 
(deorukh)",2354
MH,sangli,233
MH,sangola,2187
MH,sanguem,8345
MH,saoner,7113
MH,saswad,2115
MH,satana,2555
MH,satara,2162
MH,sawantwadi,2363
MH,seloo,7155
MH,shahada,2565
MH,shahapur,2527
MH,shahuwadi (malakapur),2329
MH,shevgaon,2429
MH,shirala,2345
MH,shirol (jalsingpur),2322
MH,shirpur,2563
MH,shirur,2138
MH,shirwal,2169
MH,sholapur,217
MH,shri rampur,2422
MH,shrigonda,2487
MH,shrivardhan,2147
MH,sillod,2430
MH,sinderwahi,7178
MH,sindkheda,2566
MH,sindkhedaraja,7269
MH,sinnar,2551
MH,sironcha,7131
MH,soyegaon,2438
MH,surgena,2593
MH,talasari,2521
MH,talegaokarangal,7156
MH,taloda,2567
MH,tasgaon,2346
MH,tirora,7198
MH,tiwasa,7225
MH,trimbak,2594
MH,tuljapur,2471
MH,tumsar,7183
MH,udgir,2385
MH,umarkhed,7231
MH,umrane,2598
MH,umrer,7116
MH,urlikanchan,2136
MH,vaduj,2161
MH,velhe,2130
MH,vengurla,2366
MH,vijapur,2436
MH,vita,2347
MH,wada,2526
MH,wai,2167
MH,walchandnagar,2118
MH,wani,7239
MH,wardha,7152
MH,warlydwarud,7229
MH,warora,7176
MH,washim,7252
MH,wathar,2371
MH,yawal,2585
MH,yeola,2559
MH,yeotmal,7232
MP,agar,7362
MP,ajaigarh,7730
MP,alirajpur,7394
MP,alot,7410
MP,amarpatan,7675
MP,amarwada,7167
MP,ambah,7538
MP,ambikapur,7774
MP,antagarh,7847
MP,arang,7720
MP,arone,7545
MP,ashoknagar,7543
MP,ashta,7560
MP,atner,7144
MP,babaichichli,7790
MP,bacheli,7857
MP,badamalhera,7689
MP,badarwas,7495
MP,baderajpur,7849
MP,badnagar,7367
MP,badnawar,7295
MP,badwani,7290
MP,bagbahera,7707
MP,bagicha,7769
MP,bagli,7271
MP,baihar,7636
MP,baikunthpur,7836
MP,balaghat,7632
MP,baldeogarh,7684
MP,baldi,7326
MP,balod,7749
MP,balodabazar,7727
MP,balrampur,7831
MP,bamori,7540
MP,banda,7583
MP,bandhavgarh,7653
MP,bareli,7486
MP,baroda,7531
MP,barpalli,7813
MP,barwaha,7280
MP,basana,7724
MP,bastanar,7862
MP,batkakhapa,7169
MP,begamganj,7487
MP,bemetara,7824
MP,beohari,7650
MP,berasia,7565
MP,berchha,7363
MP,berla,7825
MP,betul,7141
MP,bhainsdehi,7143
MP,bhairongarh,7789
MP,bhander,7523
MP,bhanpura,7427
MP,bhanupratappur,7850
MP,bharathpur,7835
MP,bhatapara,7726
MP,bhikangaon,7288
MP,bhilaigarh,7729
MP,bhimpur,7142
MP,bhind,7534
MP,bhitarwar,7525
MP,bhopal,755
MP,bhopalpatnam,7851
MP,biaora,7374
MP,bijadandi,7643
MP,bijapur,7853
MP,bijawar,7608
MP,bijaypur,7528
MP,bilaspur,7752
MP,bina,7580
MP,birsa,7637
MP,birsinghpur,7655
MP,bodla,7740
MP,bokaband,7867
MP,budhni,7564
MP,burhanpur,7325
MP,buxwaha,7609
MP,chachaura,7546
MP,chanderi,7547
MP,chandipara,7818
MP,chaurai,7166
MP,chhapara,7691
MP,chhatarpur,7682
MP,chhindwara,7162
MP,chhuriakala,7745
MP,chicholi,7145
MP,chingamut,7863
MP,chingmut,7855
MP,chitrangi,7806
MP,chuikhadan,7743
MP,churhat,7802
MP,dabhara,7758
MP,dabra,7524
MP,dallirajhara,7748
MP,damoh,7638:7812
MP,dantewada,7856
MP,datia,7522
MP,deobhog,7704
MP,deori,7586
MP,deosar,7801
MP,depalpur,7322
MP,dewas,7272
MP,dhamda,7821
MP,dhamtari,7722
MP,dhar,7292
MP,dharamjaigarh,7766
MP,dharampuri,7294
MP,dindori,7644
MP,dongargarh,7823
MP,durg,788
MP,durgakondal,7843
MP,gadarwara,7791
MP,gairatganj,7481
MP,ganjbasoda,7594
MP,gariaband,7706
MP,garoth,7425
MP,garpa,7846
MP,ghansour,7693
MP,gharghoda,7767
MP,ghatia,7368
MP,ghatigaon,7526
MP,ghorandogri,7146
MP,ghughari,7647
MP,gogaon,7287
MP,gogunda,7865
MP,gohad,7539
MP,goharganj,7480
MP,gopalganj,7695
MP,gotegaon,7794
MP,gourihar,7688
MP,guna,7542
MP,gunnore,7731
MP,gwalior,751
MP,gyraspur,7596
MP,hanumana,7664
MP,harda,7577
MP,harrai,7168
MP,harsud,7327
MP,hatta,7604
MP,hoshangabad,7574
MP,ichhawar,7561
MP,ilamidi,7854
MP,indore,731
MP,isagarh,7541
MP,itarsi,7572
MP,jabalpur,761
MP,jabera,7606
MP,jagdalpur,7782
MP,jaisinghnagar,7651
MP,jaithari,7659
MP,jaitpur,7657
MP,jaitwara,7671
MP,jamai,7160
MP,janjgir,7817
MP,jaora,7414
MP,jarwa,7787
MP,jashpurnagar,7763
MP,jatara,7681
MP,jawad,7420
MP,jhabua,7392
MP,jobat,7393
MP,jora,7537
MP,kakaiya,7649
MP,kanker,7868
MP,kannod,7273
MP,kannodi,7656
MP,karanjia,7645
MP,kareli,7793
MP,karera,7493
MP,karhal,7533
MP,karpa,7628
MP,kasdol,7728
MP,kasrawad,7285
MP,katangi,7630
MP,kathdol,7770
MP,kathghora,7815
MP,katni,7622
MP,kawardha,7741
MP,keolari,7694
MP,keskal,7848
MP,khachrod,7366
MP,khairagarh,7820
MP,khajuraho,7686
MP,khakner,7329
MP,khalwa,7328
MP,khandwa,733
MP,khaniadhana,7497
MP,khargone,7282
MP,khategaon,7274
MP,khetia,7286
MP,khilchipur,7370
MP,khirkiya,7571
MP,khurai,7581
MP,kolaras,7494
MP,kondagaon,7786
MP,konta,7866
MP,korba,7759
MP,kota,7753
MP,kotma,7658
MP,koyelibeda,7840
MP,kuakunda,7858
MP,kukshi,7297
MP,kundam,7623
MP,kunkuri,7764
MP,kurud,7705
MP,kurwai,7593
MP,kusmi,7804
MP,laher,7529
MP,lakhnadon,7690
MP,lamta,7634
MP,lanji,7635
MP,lateri,7590
MP,laundi,7687
MP,lohadigundah,7859
MP,lormi,7756
MP,luckwada,7788
MP,mahasamund,7723
MP,maheshwar,7283
MP,mahidpurcity,7365
MP,maihar,7674
MP,majhagwan,7670
MP,majholi,7803
MP,makodi,7785
MP,malhargarh,7424
MP,manasa,7421
MP,manawar,7291
MP,mandla,7642
MP,mandsaur,7422
MP,manendragarh,7771
MP,manpur,7746:7703:7627
MP,marwahi,7750
MP,mauganj,7663
MP,mawai,7648
MP,mehgaon,7527
MP,mhow,7324
MP,mohla,7747
MP,morena,7532
MP,multai,7147
MP,mungaoli,7548
MP,mungeli,7755
MP,nagod,7673
MP,nagri,7700
MP,nainpur,7646
MP,narainpur,7781
MP,narsingharh,7375
MP,narsinghpur,7792
MP,narwar,7491
MP,nasrullaganj,7563
MP,nateran,7595
MP,neemuch,7423
MP,neora,7721
MP,netanar,7861
MP,niwari,7680
MP,niwas,7641
MP,nowgaon,7685
MP,odgi,7773
MP,pachmarhi,7578
MP,padamkot,7783
MP,pakhanjur,7844
MP,pali,7816
MP,pandaria,7754
MP,pandhana,7320
MP,pandhurna,7164
MP,pandishankar,7819
MP,panna,7732
MP,parasgaon,7784
MP,parasia,7161
MP,pasan,7811
MP,patan,7826:7621
MP,patera,7605
MP,pathalgaon,7765
MP,patharia,7601
MP,pawai,7733
MP,pendra,7751
MP,petlawad,7391
MP,pichhore,7496
MP,pingeshwar,7701
MP,piparia,7576
MP,pohari,7490
MP,prabha pattan,7148
MP,pratappur,7777
MP,premnagar,7776
MP,punasa,7323
MP,pushprajgarh,7629
MP,raghogarh,7544
MP,raghunathpur,7535
MP,rahatgarh,7584
MP,raigarh,7762
MP,raipur,771
MP,raisen,7482
MP,rajandgaon,7744
MP,rajgarh,7372
MP,rajpur,7832:7284
MP,ramchandrapur,7779
MP,ratlam,7412
MP,rehli,7585
MP,rewa,7662
MP,sabalgarh,7536
MP,sagar,7582
MP,sailana,7413
MP,sanwer,7321
MP,saraipali,7725
MP,saranggarh,7768
MP,sarangpur,7371
MP,sardarpur,7296
MP,sarona,7841
MP,satna,7672
MP,saunsar,7165
MP,sehore,7562
MP,semaria,7778
MP,sendhwa,7281
MP,seondha,7521
MP,seoni,7692
MP,seonimalwa,7570
MP,shahdol,7652
MP,shahnagar,7734
MP,shahpur,7640
MP,shajapur,7364
MP,shakti,7757
MP,sheopurkalan,7530
MP,shivpuri,7492
MP,shujalpur,7360
MP,sidhi,7822
MP,sihora,7624
MP,silwani,7484
MP,singrauli,7805
MP,sirmour,7660
MP,sironj,7591
MP,sitamau,7426
MP,sitapur,7834
MP,sohagpur,7575
MP,sondhwa,7395
MP,sonkatch,7270
MP,sukma,7864
MP,surajpur,7775
MP,susner,7361
MP,tamia,7149
MP,tapkara,7761
MP,tarana,7369
MP,tendukheda,7603
MP,teonthar,7661
MP,thandla,7390
MP,tikamgarh,7683
MP,timarani,7573
MP,toynar,7852
MP,udaipur,7833
MP,udaipura,7485
MP,ujjain,734
MP,umariapan,7625
MP,uproda,7810
MP,vidisha,7592
MP,vijayraghogarh,7626
MP,wadrainagar,7772
MP,waraseoni,7633
MP,zhirnia,7289
ND,new delhi,11
NE,agartala,381
NE,aizawal-i,389
NE,aizwal-ii (serchip),3838
NE,along,3783
NE,ambasa,3826
NE,amlaren (dawki),3653
NE,anini,3801
NE,baghmara,3639
NE,bameng,3785
NE,basar,3795
NE,belonia,3823
NE,bishenpur,3879
NE,chakpikarong,3878
NE,champa-i,3831
NE,champai-ii (chiapui),3830
NE,chandel,3872
NE,changlang,3808
NE,cherrapunjee,3637
NE,chowkhem,3806
NE,churchandpur,3874
NE,dadengiri (phulbari),3650
NE,daporizo,3792
NE,demagiri,3834
NE,dharam nagar,3822
NE,dimapur,3862
NE,dirang,3780
NE,hayuliang,3805
NE,huri,3789
NE,imphal,385
NE,itanagar,360
NE,jairampur,3800
NE,jalukie,3839
NE,jiribam,3876
NE,jowai,3652
NE,kailsahar,3824
NE,kalaktung (bomdila),3782
NE,khliehriat,3655
NE,khonsa,3786
NE,khowai,3825
NE,kiphire,3863
NE,kohima,370
NE,kolaring,3788
NE,kolasib,3837
NE,lungleh,372
NE,mairang,3657
NE,mao (korang),3871
NE,mariyang,3798
NE,mawkyrwat,3656
NE,mechuka,3793
NE,miao,3807
NE,mokokchung,369
NE,mon,3869
NE,nefra,3784
NE,nongpoh,3638
NE,nongstoin,3654
NE,pakkekesang,3778
NE,pangin,3797
NE,passighat,368
NE,phek,3865
NE,r.k.pur,3821
NE,"resubelpara 
(mendipathar)",3659
NE,roing-i,3803
NE,roing-ii (arda),3802
NE,roing-iii (mariso),3779
NE,sadarhills (kangpokai),3880
NE,sagalee,3809
NE,saiha-i,3835
NE,saiha-ii (tuipang),3836
NE,seppa,3787
NE,shillong,364
NE,tali,3790
NE,taliha,3791
NE,tamenglong,3877
NE,tawang,3794
NE,tezu,3804
NE,thinghat,3873
NE,thonbal,3848
NE,tuengsang,3861
NE,tura,3651
NE,tuting,3799
NE,ukhrul central,3845
NE,ukhrursouth (kassemkhulen),3870
NE,williamnagar,3658
NE,wokha,3860
NE,yangkiyang,3777
NE,zuenheboto,3867
OR,anandapur,6731
OR,anugul,6764
OR,aska,6822
OR,athgarh,6723
OR,athmallik,6763
OR,attabira,6682
OR,bagdihi,6640
OR,balangir,6652
OR,balasore,6782
OR,baliguda,6846
OR,balugaon,6756
OR,banaigarh,6626
OR,bangiriposi,6791
OR,barbil,6767
OR,bargarh,6646
OR,baripada,6792
OR,barkot,6643
OR,basta,6781
OR,berhampur,680
OR,betanati,6793
OR,bhadrak,6784
OR,bhanjanagar,6821
OR,bhawanipatna,6670
OR,bhubaneshwar,674
OR,birmaharajpur,6651
OR,bisam cuttack,6863
OR,boriguma,6860
OR,boudh,6841
OR,buguda,6818
OR,chandbali,6786
OR,chhatrapur,6811
OR,chhendipada,6761
OR,cuttack,671
OR,daringbadi,6849
OR,daspalla,6757
OR,deodgarh,6641
OR,dhanmandal,6725
OR,dharamgarh,6672
OR,dhenkanal,6762
OR,digapahandi,6814
OR,dunguripali,6653
OR,g.udayagiri,6847
OR,ghatgaon,6733
OR,gudari,6862
OR,gunupur,6857
OR,hemgiri,6621
OR,hindol,6732
OR,jagatsinghpur,6724
OR,jajapur road,6726
OR,jajapur town,6728
OR,jamankira,6649
OR,jashipur,6797
OR,jayapatna,6673
OR,jeypore,6854
OR,jharigan,6867
OR,jharsuguda,6645
OR,jujumura,6681
OR,kalimela,6850
OR,kamakhyanagar,6769
OR,kantabhanji,6657
OR,kantamal,6844
OR,karanjia,6796
OR,kashipur,6865
OR,kendrapara,6727
OR,keonjhar,6766
OR,khalikote,6810
OR,khurda,6755
OR,komana,6679
OR,koraput,6852
OR,kotagarh,6848
OR,kuchinda,6642
OR,lahunipara,6625
OR,laxmipur,6855
OR,m.rampur,6676
OR,malkangiri,6861
OR,mathili,6864
OR,mohana,6816
OR,motu,6859
OR,naktideul,6647
OR,nandapur,6868
OR,narlaroad,6677
OR,narsinghpur,6721
OR,nayagarh,6753
OR,nimapara,6758
OR,nowparatan,6678
OR,nowrangapur,6858
OR,padmapur,6683
OR,paikamal,6684
OR,palla hara,6765
OR,papadhandi,6869
OR,parajang,6768
OR,pardip,6722
OR,parlakhemundi,6815
OR,patnagarh,6648
OR,pattamundai,6729
OR,phiringia,6845
OR,phulbani,6842
OR,puri,6752
OR,puruna katak,6843
OR,r.udayigiri,6817
OR,rairakhol,6644
OR,rairangpur,6794
OR,rajgangpur,6624
OR,rajkhariar,6671
OR,rayagada,6856
OR,rourkela,661
OR,sambalpur,663
OR,sohela,6685
OR,sonapur,6654
OR,soro,6788
OR,sunabeda,6853
OR,sundargarh,6622
OR,surada,6819
OR,t.rampur,6675
OR,talcher,6760
OR,telkoi,6735
OR,titlagarh,6655
OR,tumudibandha,6840
OR,udala,6795
OR,umerkote,6866
PB,abohar,1634
PB,ajnala,1858
PB,amritsar,183
PB,balachaur,1885
PB,barnala,1679
PB,batala,1871
PB,bhatinda,164
PB,chandigarh,172
PB,dasua,1883
PB,dinanagar,1875
PB,faridakot,1639
PB,fazilka,1638
PB,ferozepur,1632
PB,garhashanker,1884
PB,goindwal,1859
PB,gurdaspur,1874
PB,guruharsahai,1685
PB,hoshiarpur,1882
PB,jagraon,1624
PB,jallandhar,181
PB,jugial,1870
PB,kapurthala,1822
PB,kharar,160
PB,kotkapura,1635
PB,ludhiana,161
PB,malaut,1637
PB,malerkotla,1675
PB,mansa,1652
PB,moga,1636
PB,muktasar,1633
PB,nabha,1765
PB,nakodar,1821
PB,nangal,1887
PB,nawanshahar,1823
PB,pathankot,186
PB,patiala,175
PB,patti,1851
PB,phagwara,1824
PB,phillaur,1826
PB,phulmandi,1651
PB,quadian,1872
PB,rajpura,1762
PB,raman,1655
PB,rayya,1853
PB,ropar,1881
PB,samana,1764
PB,samrala,1628
PB,sangrur,1672
PB,sardulgarh,1659
PB,sarhind,1763
PB,sultanpur lodhi,1828
PB,sunam,1676
PB,tanda urmar,1886
PB,taran taran,1852
PB,zira,1682
RJ,abu road,2974
RJ,ahore,2978
RJ,ajmer,145
RJ,aklera,7431
